House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Address,Is Retired,Is Unemployed,Is Student,Major Religions
14,Leonard Mews,John,Thompson,46,Husband,Married,M,Comptroller,None,Christian,"14, Leonard Mews",0,0,0,Christian
14,Leonard Mews,Nicole,Thompson,15,Daughter,Ineligible,F,Student,None,,"14, Leonard Mews",0,0,1,Ineligible
14,Leonard Mews,Alan,Thompson,13,Son,Ineligible,M,Student,None,,"14, Leonard Mews",0,0,1,Ineligible
15,Leonard Mews,Amelia,French,51,Head,Married,F,Proofreader,None,None,"15, Leonard Mews",0,0,0,Unknown
15,Leonard Mews,Trevor,French,49,Husband,Married,M,"Education officer, museum",None,None,"15, Leonard Mews",0,0,0,Unknown
15,Leonard Mews,Joanne,French,30,Daughter,Single,F,Fitness centre manager,None,None,"15, Leonard Mews",0,0,0,Unknown
15,Leonard Mews,Leah,French,29,Daughter,Single,F,"Scientist, biomedical",None,None,"15, Leonard Mews",0,0,0,Unknown
16,Leonard Mews,Gillian,Roberts,55,Head,Married,F,Economist,None,Christian,"16, Leonard Mews",0,0,0,Christian
16,Leonard Mews,James,Roberts,51,Husband,Married,M,Civil Service fast streamer,None,None,"16, Leonard Mews",0,0,0,Unknown
16,Leonard Mews,Gemma,Roberts,17,Daughter,Ineligible,F,Student,None,,"16, Leonard Mews",0,0,1,Ineligible
17,Leonard Mews,Eleanor,Williams,31,Head,Divorced,F,Interpreter,None,Catholic,"17, Leonard Mews",0,0,0,Christian
18,Leonard Mews,Norman,Jones-Cooper,38,Head,Single,M,"Therapist, speech and language",None,None,"18, Leonard Mews",0,0,0,Unknown
18,Leonard Mews,Donna,O'Neill,33,Partner,Single,F,Unemployed,None,None,"18, Leonard Mews",0,1,0,Unknown
18,Leonard Mews,Dominic,Jones-Cooper,0,Son,Ineligible,M,Child,None,,"18, Leonard Mews",0,0,0,Ineligible
18,Leonard Mews,Lynne,Jones,25,Lodger,Single,F,Broadcast presenter,None,None,"18, Leonard Mews",0,0,0,Unknown
18,Leonard Mews,Justin,Morgan,41,Sibling,Single,M,"Scientist, marine",None,None,"18, Leonard Mews",0,0,0,Unknown
19,Leonard Mews,Barbara,Moss,34,Head,Single,F,Unemployed,None,None,"19, Leonard Mews",0,1,0,Unknown
19,Leonard Mews,Pamela,Moss,2,Daughter,Ineligible,F,Child,None,,"19, Leonard Mews",0,0,0,Ineligible
20,Leonard Mews,Mohammad,Hughes,28,Head,Married,M,Chartered loss adjuster,None,Christian,"20, Leonard Mews",0,0,0,Christian
20,Leonard Mews,Alison,Hughes,29,Wife,Married,F,Animal technologist,None,Christian,"20, Leonard Mews",0,0,0,Christian
20,Leonard Mews,Callum,Hughes,0,Son,Ineligible,M,Child,None,,"20, Leonard Mews",0,0,0,Ineligible
21,Leonard Mews,Sara,King,49,Head,Single,F,Medical technical officer,None,Methodist,"21, Leonard Mews",0,0,0,Christian
21,Leonard Mews,Bryan,Freeman,47,Partner,Single,M,"Psychologist, counselling",None,Methodist,"21, Leonard Mews",0,0,0,Christian
21,Leonard Mews,Helen,King,28,Daughter,Single,F,Marketing executive,None,None,"21, Leonard Mews",0,0,0,Unknown
21,Leonard Mews,Martyn,King,1,Son,Ineligible,M,Child,None,,"21, Leonard Mews",0,0,0,Ineligible
21,Leonard Mews,Jamie,Hewitt,76,Head,Widowed,M,Retired Press photographer,None,None,"21, Leonard Mews",1,0,0,Unknown
23,Leonard Mews,Mandy,Ford,27,Head,Single,F,Financial manager,None,None,"23, Leonard Mews",0,0,0,Unknown
23,Leonard Mews,Keith,Ford,2,Son,Ineligible,M,Child,None,,"23, Leonard Mews",0,0,0,Ineligible
23,Leonard Mews,Simon,Ford,2,Son,Ineligible,M,Child,None,,"23, Leonard Mews",0,0,0,Ineligible
24,Leonard Mews,Charlene,Bull-Welch,71,Head,Married,F,Retired Product/process development scientist,None,Christian,"24, Leonard Mews",1,0,0,Christian
24,Leonard Mews,Harry,Bull-Welch,73,Husband,Married,M,"Retired Librarian, public",None,None,"24, Leonard Mews",1,0,0,Unknown
25,Leonard Mews,Mohamed,Watkins,67,Head,Single,M,Print production planner,None,Catholic,"25, Leonard Mews",0,0,0,Christian
25,Leonard Mews,Leon,Watkins,36,Son,Single,M,Furniture designer,None,Catholic,"25, Leonard Mews",0,0,0,Christian
25,Leonard Mews,Brenda,Watkins,36,Adopted Daughter,Single,F,Horticultural therapist,None,Catholic,"25, Leonard Mews",0,0,0,Christian
26,Leonard Mews,Wendy,Mason,53,Head,Married,F,Tree surgeon,None,Christian,"26, Leonard Mews",0,0,0,Christian
26,Leonard Mews,Russell,Mason,55,Husband,Married,M,"Teacher, music",None,None,"26, Leonard Mews",0,0,0,Unknown
26,Leonard Mews,Guy,Mason,25,Son,Single,M,Unemployed,None,Christian,"26, Leonard Mews",0,1,0,Christian
26,Leonard Mews,Kieran,Mason,21,Son,Single,M,Plant breeder/geneticist,None,Christian,"26, Leonard Mews",0,0,0,Christian
26,Leonard Mews,Howard,Mason,0,Son,Ineligible,M,Child,None,,"26, Leonard Mews",0,0,0,Ineligible
27,Leonard Mews,Diane,Rice,77,Head,Widowed,F,"Retired Clinical scientist, histocompatibility and immunogenetics",None,Christian,"27, Leonard Mews",1,0,0,Christian
27,Leonard Mews,Amelia,Rice,39,Daughter,Single,F,Broadcast presenter,None,Christian,"27, Leonard Mews",0,0,0,Christian
27,Leonard Mews,Jill,Rice,35,Daughter,Single,F,"Nurse, children's",None,Christian,"27, Leonard Mews",0,0,0,Christian
28,Leonard Mews,Laura,Hill,29,Head,Single,F,Wellsite geologist,None,Methodist,"28, Leonard Mews",0,0,0,Christian
29,Leonard Mews,Beth,Marsh,25,Head,Divorced,F,Unemployed,None,Methodist,"29, Leonard Mews",0,1,0,Christian
1,Woodward Junction,Anna,Morris,42,Head,Single,F,"Psychotherapist, dance movement",None,None,"1, Woodward Junction",0,0,0,Unknown
1,Woodward Junction,Thomas,Jones,15,Son,Ineligible,M,Student,None,,"1, Woodward Junction",0,0,1,Ineligible
1,Woodward Junction,Peter,Jones,14,Son,Ineligible,M,Student,None,,"1, Woodward Junction",0,0,1,Ineligible
1,Woodward Junction,Dean,Jones,11,Son,Ineligible,M,Student,None,,"1, Woodward Junction",0,0,1,Ineligible
2,Woodward Junction,Grace,Marshall,49,Head,Married,F,Academic librarian,None,Catholic,"2, Woodward Junction",0,0,0,Christian
2,Woodward Junction,Raymond,Marshall,47,Husband,Married,M,Telecommunications researcher,None,Catholic,"2, Woodward Junction",0,0,0,Christian
2,Woodward Junction,Gregory,Marshall,16,Son,Ineligible,M,Student,None,,"2, Woodward Junction",0,0,1,Ineligible
2,Woodward Junction,Mathew,Marshall,13,Son,Ineligible,M,Student,None,,"2, Woodward Junction",0,0,1,Ineligible
3,Woodward Junction,Rita,Gibson,34,Head,Divorced,F,Unemployed,None,Christian,"3, Woodward Junction",0,1,0,Christian
3,Woodward Junction,Ian,Gibson,4,Son,Ineligible,M,Child,None,,"3, Woodward Junction",0,0,0,Ineligible
3,Woodward Junction,Sylvia,Gibson,0,Daughter,Ineligible,F,Child,None,,"3, Woodward Junction",0,0,0,Ineligible
3,Woodward Junction,Malcolm,Gibson,0,Son,Ineligible,M,Child,None,,"3, Woodward Junction",0,0,0,Ineligible
4,Woodward Junction,Ann,Baker,54,Head,Single,F,Control and instrumentation engineer,None,None,"4, Woodward Junction",0,0,0,Unknown
4,Woodward Junction,Charlene,Baker,17,Daughter,Ineligible,F,Student,None,,"4, Woodward Junction",0,0,1,Ineligible
4,Woodward Junction,Karen,Baker,14,Daughter,Ineligible,F,Student,None,,"4, Woodward Junction",0,0,1,Ineligible
4,Woodward Junction,Adam,Baker,14,Son,Ineligible,M,Student,None,,"4, Woodward Junction",0,0,1,Ineligible
5,Woodward Junction,Amy,Charlton,43,Head,Single,F,Hospital doctor,None,Catholic,"5, Woodward Junction",0,0,0,Christian
5,Woodward Junction,Scott,Benson,39,Partner,Single,M,"Librarian, academic",None,None,"5, Woodward Junction",0,0,0,Unknown
5,Woodward Junction,Lauren,Gordon-Charlton,19,Daughter,Single,F,University Student,None,Catholic,"5, Woodward Junction",0,0,1,Christian
5,Woodward Junction,Melissa,Gordon-Charlton,17,Daughter,Ineligible,F,Student,None,,"5, Woodward Junction",0,0,1,Ineligible
6,Woodward Junction,Nicola,Gray,75,Head,Married,F,"Retired Scientist, water quality",None,Catholic,"6, Woodward Junction",1,0,0,Christian
6,Woodward Junction,Scott,Gray,77,Husband,Married,M,Retired Waste management officer,None,None,"6, Woodward Junction",1,0,0,Unknown
6,Woodward Junction,Dale,Gray,35,Son,Single,M,Science writer,None,Catholic,"6, Woodward Junction",0,0,0,Christian
7,Woodward Junction,Chelsea,Fitzgerald,45,Head,Single,F,"Copywriter, advertising",None,Christian,"7, Woodward Junction",0,0,0,Christian
7,Woodward Junction,Shaun,Fitzgerald,17,Son,Ineligible,M,Student,None,,"7, Woodward Junction",0,0,1,Ineligible
7,Woodward Junction,Sean,Fitzgerald,11,Son,Ineligible,M,Student,None,,"7, Woodward Junction",0,0,1,Ineligible
7,Woodward Junction,Pauline,Fitzgerald,11,Daughter,Ineligible,F,Student,None,,"7, Woodward Junction",0,0,1,Ineligible
7,Woodward Junction,Vincent,Fitzgerald,7,Son,Ineligible,M,Student,None,,"7, Woodward Junction",0,0,1,Ineligible
7,Woodward Junction,Yvonne,Fitzgerald,4,Daughter,Ineligible,F,Child,None,,"7, Woodward Junction",0,0,0,Ineligible
7,Woodward Junction,Ian,Fitzgerald,3,Son,Ineligible,M,Child,None,,"7, Woodward Junction",0,0,0,Ineligible
8,Woodward Junction,Harriet,Jordan,52,Head,Married,F,"Teacher, adult education",None,None,"8, Woodward Junction",0,0,0,Unknown
8,Woodward Junction,Elliot,Jordan,54,Husband,Married,M,Office manager,None,None,"8, Woodward Junction",0,0,0,Unknown
8,Woodward Junction,Julian,Jordan,23,Son,Single,M,Accommodation manager,None,None,"8, Woodward Junction",0,0,0,Unknown
8,Woodward Junction,Alan,Jordan,14,Son,Ineligible,M,Student,None,,"8, Woodward Junction",0,0,1,Ineligible
9,Woodward Junction,Arthur,Reid,25,Head,Single,M,Landscape architect,None,Christian,"9, Woodward Junction",0,0,0,Christian
10,Woodward Junction,Wendy,Brown,48,Head,Single,F,Building services engineer,None,None,"10, Woodward Junction",0,0,0,Unknown
10,Woodward Junction,Mathew,Carr,50,Partner,Single,M,Museum education officer,None,None,"10, Woodward Junction",0,0,0,Unknown
10,Woodward Junction,Eric,Brown,21,Son,Single,M,University Student,None,None,"10, Woodward Junction",0,0,1,Unknown
10,Woodward Junction,Lynn,White-Brown,21,Daughter,Single,F,University Student,None,None,"10, Woodward Junction",0,0,1,Unknown
10,Woodward Junction,Marion,White-Brown,0,Daughter,Ineligible,F,Child,None,,"10, Woodward Junction",0,0,0,Ineligible
11,Woodward Junction,Diana,Griffin-Wood,30,Head,Single,F,Secondary school teacher,None,None,"11, Woodward Junction",0,0,0,Unknown
11,Woodward Junction,Glenn,Clark,32,Partner,Single,M,Unemployed,None,None,"11, Woodward Junction",0,1,0,Unknown
11,Woodward Junction,Joel,Thomas,23,Lodger,Single,M,"Psychologist, clinical",None,Christian,"11, Woodward Junction",0,0,0,Christian
11,Woodward Junction,Mohamed,Dixon,37,Lodger,Divorced,M,"Administrator, local government",None,None,"11, Woodward Junction",0,0,0,Unknown
12,Woodward Junction,Melissa,Powell,47,Head,Married,F,Local government officer,None,Christian,"12, Woodward Junction",0,0,0,Christian
12,Woodward Junction,Harry,Powell,53,Husband,Married,M,Cytogeneticist,None,None,"12, Woodward Junction",0,0,0,Unknown
12,Woodward Junction,Paula,Powell,22,Daughter,Single,F,University Student,None,None,"12, Woodward Junction",0,0,1,Unknown
12,Woodward Junction,Gerald,Powell,18,Son,Single,M,Student,None,Christian,"12, Woodward Junction",0,0,1,Christian
13,Woodward Junction,Pauline,Vaughan,54,Head,Married,F,Camera operator,None,Christian,"13, Woodward Junction",0,0,0,Christian
13,Woodward Junction,Joe,Vaughan,58,Husband,Married,M,Unemployed,None,None,"13, Woodward Junction",0,1,0,Unknown
13,Woodward Junction,Shane,Vaughan,29,Son,Single,M,Tax inspector,None,Christian,"13, Woodward Junction",0,0,0,Christian
13,Woodward Junction,Melissa,Vaughan,3,Daughter,Ineligible,F,Child,None,,"13, Woodward Junction",0,0,0,Ineligible
14,Woodward Junction,Tracey,Williams,31,Head,Married,F,Insurance broker,None,Methodist,"14, Woodward Junction",0,0,0,Christian
14,Woodward Junction,Joe,Williams,36,Husband,Married,M,Child psychotherapist,None,Methodist,"14, Woodward Junction",0,0,0,Christian
14,Woodward Junction,Jeffrey,Williams,15,Son,Ineligible,M,Student,None,,"14, Woodward Junction",0,0,1,Ineligible
14,Woodward Junction,Norman,Williams,13,Son,Ineligible,M,Student,None,,"14, Woodward Junction",0,0,1,Ineligible
15,Woodward Junction,Janice,Hancock,45,Head,Married,F,Unemployed,None,None,"15, Woodward Junction",0,1,0,Unknown
15,Woodward Junction,Timothy,Hancock,48,Husband,Married,M,Jewellery designer,None,None,"15, Woodward Junction",0,0,0,Unknown
15,Woodward Junction,Ashley,Hancock,22,Son,Single,M,University Student,None,None,"15, Woodward Junction",0,0,1,Unknown
15,Woodward Junction,Brenda,Hancock,21,Daughter,Single,F,University Student,None,None,"15, Woodward Junction",0,0,1,Unknown
16,Woodward Junction,Rebecca,Daly,49,Head,Married,F,"Production assistant, radio",None,Christian,"16, Woodward Junction",0,0,0,Christian
16,Woodward Junction,Stephen,Daly,52,Husband,Married,M,Insurance risk surveyor,None,None,"16, Woodward Junction",0,0,0,Unknown
16,Woodward Junction,Patricia,Daly,26,Daughter,Single,F,"Civil engineer, consulting",None,None,"16, Woodward Junction",0,0,0,Unknown
16,Woodward Junction,Mohammed,Daly,11,Son,Ineligible,M,Student,None,,"16, Woodward Junction",0,0,1,Ineligible
17,Woodward Junction,Tracy,Hodgson,42,Head,Single,F,Illustrator,None,Christian,"17, Woodward Junction",0,0,0,Christian
17,Woodward Junction,Trevor,Hodgson,9,Son,Ineligible,M,Student,None,,"17, Woodward Junction",0,0,1,Ineligible
17,Woodward Junction,Maurice,Hodgson,5,Son,Ineligible,M,Student,None,,"17, Woodward Junction",0,0,1,Ineligible
18,Woodward Junction,Helen,Harrison,37,Head,Divorced,F,"Surveyor, minerals",None,Methodist,"18, Woodward Junction",0,0,0,Christian
18,Woodward Junction,Leonard,Harrison,1,Son,Ineligible,M,Child,None,,"18, Woodward Junction",0,0,0,Ineligible
18,Woodward Junction,Allan,Harrison,1,Son,Ineligible,M,Child,None,,"18, Woodward Junction",0,0,0,Ineligible
18,Woodward Junction,Teresa,Harrison,0,Daughter,Ineligible,F,Child,None,,"18, Woodward Junction",0,0,0,Ineligible
19,Woodward Junction,Peter,Pollard,66,Head,Married,M,Politician's assistant,None,None,"19, Woodward Junction",0,0,0,Unknown
19,Woodward Junction,Hilary,Pollard,66,Wife,Married,F,Unemployed,None,None,"19, Woodward Junction",0,1,0,Unknown
19,Woodward Junction,Rosemary,Pollard,25,Daughter,Divorced,F,Homeopath,None,None,"19, Woodward Junction",0,0,0,Unknown
19,Woodward Junction,Richard,Pollard,19,Son,Single,M,University Student,None,None,"19, Woodward Junction",0,0,1,Unknown
20,Woodward Junction,Joyce,Taylor,36,Head,Single,F,Physiotherapist,None,None,"20, Woodward Junction",0,0,0,Unknown
20,Woodward Junction,Sally,Taylor,3,Daughter,Ineligible,F,Child,None,,"20, Woodward Junction",0,0,0,Ineligible
20,Woodward Junction,Liam,Taylor,2,Son,Ineligible,M,Child,None,,"20, Woodward Junction",0,0,0,Ineligible
20,Woodward Junction,Dennis,Taylor,0,Son,Ineligible,M,Child,None,,"20, Woodward Junction",0,0,0,Ineligible
21,Woodward Junction,Jean,Khan,76,Head,Single,F,"Retired Psychologist, sport and exercise",None,Christian,"21, Woodward Junction",1,0,0,Christian
21,Woodward Junction,Lewis,Khan,44,Son,Single,M,Social worker,None,Christian,"21, Woodward Junction",0,0,0,Christian
22,Woodward Junction,Anne,Goodwin,62,Head,Single,F,Claims inspector/assessor,None,None,"22, Woodward Junction",0,0,0,Unknown
22,Woodward Junction,Ian,Fletcher,59,Partner,Single,M,Health physicist,None,None,"22, Woodward Junction",0,0,0,Unknown
22,Woodward Junction,Holly,Goodwin,24,Daughter,Divorced,F,Dramatherapist,None,None,"22, Woodward Junction",0,0,0,Unknown
22,Woodward Junction,Marion,Goodwin,22,Daughter,Single,F,University Student,None,None,"22, Woodward Junction",0,0,1,Unknown
22,Woodward Junction,Leah,Goodwin,19,Daughter,Single,F,University Student,None,None,"22, Woodward Junction",0,0,1,Unknown
22,Woodward Junction,Glen,Goodwin,15,Son,Ineligible,M,Student,None,,"22, Woodward Junction",0,0,1,Ineligible
23,Woodward Junction,Gemma,Hanson,38,Head,Divorced,F,Air broker,None,Christian,"23, Woodward Junction",0,0,0,Christian
23,Woodward Junction,Owen,Hanson,10,Son,Ineligible,M,Student,None,,"23, Woodward Junction",0,0,1,Ineligible
23,Woodward Junction,Kayleigh,Hanson,8,Daughter,Ineligible,F,Student,None,,"23, Woodward Junction",0,0,1,Ineligible
23,Woodward Junction,Janet,Shaw-Hanson,6,Daughter,Ineligible,F,Student,None,,"23, Woodward Junction",0,0,1,Ineligible
24,Woodward Junction,Kyle,Poole,66,Head,Divorced,M,Stage manager,None,Christian,"24, Woodward Junction",0,0,0,Christian
25,Woodward Junction,Valerie,Dobson,50,Head,Single,F,Warehouse manager,Physical Disability,Catholic,"25, Woodward Junction",0,0,0,Christian
25,Woodward Junction,Mitchell,Lewis,50,Partner,Single,M,Unemployed,None,None,"25, Woodward Junction",0,1,0,Unknown
25,Woodward Junction,Brett,Dobson,22,Son,Divorced,M,University Student,None,None,"25, Woodward Junction",0,0,1,Unknown
25,Woodward Junction,Charlotte,Dobson,6,Daughter,Ineligible,F,Student,None,,"25, Woodward Junction",0,0,1,Ineligible
26,Woodward Junction,Victoria,Watson,35,Head,Single,F,Unemployed,None,Undecided,"26, Woodward Junction",0,1,0,Unknown
26,Woodward Junction,Sam,Phillips,58,None,Single,M,Astronomer,None,Christian,"26, Woodward Junction",0,0,0,Christian
26,Woodward Junction,Howard,Taylor,58,None,Single,M,"Education officer, museum",None,Christian,"26, Woodward Junction",0,0,0,Christian
26,Woodward Junction,Declan,Walton,39,None,Single,M,Herbalist,None,None,"26, Woodward Junction",0,0,0,Unknown
27,Woodward Junction,Bryan,Brookes,62,Head,Single,M,Volunteer coordinator,None,Christian,"27, Woodward Junction",0,0,0,Christian
27,Woodward Junction,Abigail,Brookes,7,Granddaughter,Ineligible,F,Student,None,,"27, Woodward Junction",0,0,1,Ineligible
27,Woodward Junction,Deborah,Brookes,4,Granddaughter,Ineligible,F,Child,Physical Disability,,"27, Woodward Junction",0,0,0,Ineligible
28,Woodward Junction,Hugh,Howard,59,Head,Single,M,Television camera operator,None,None,"28, Woodward Junction",0,0,0,Unknown
29,Woodward Junction,Stephanie,Barnes,41,Head,Married,F,"Editor, film/video",None,Catholic,"29, Woodward Junction",0,0,0,Christian
29,Woodward Junction,Gerald,Barnes,43,Husband,Married,M,Fisheries officer,None,None,"29, Woodward Junction",0,0,0,Unknown
29,Woodward Junction,Katherine,Barnes,25,Daughter,Single,F,"Conservation officer, nature",None,Catholic,"29, Woodward Junction",0,0,0,Christian
29,Woodward Junction,Derek,Barnes,3,Son,Ineligible,M,Child,None,,"29, Woodward Junction",0,0,0,Ineligible
30,Woodward Junction,Dawn,Cole,60,Head,Single,F,Health service manager,None,Christian,"30, Woodward Junction",0,0,0,Christian
30,Woodward Junction,Mitchell,Harding,62,Partner,Single,M,Mental health nurse,None,None,"30, Woodward Junction",0,0,0,Unknown
30,Woodward Junction,Mathew,Cole,19,Son,Divorced,M,University Student,None,None,"30, Woodward Junction",0,0,1,Unknown
30,Woodward Junction,Holly,Cole,15,Daughter,Ineligible,F,Student,None,,"30, Woodward Junction",0,0,1,Ineligible
30,Woodward Junction,Jonathan,Cole,9,Son,Ineligible,M,Student,None,,"30, Woodward Junction",0,0,1,Ineligible
30,Woodward Junction,Patrick,Cole,6,Son,Ineligible,M,Student,None,,"30, Woodward Junction",0,0,1,Ineligible
31,Woodward Junction,Paige,Phillips,22,Head,Married,F,University Student,None,Muslim,"31, Woodward Junction",0,0,1,Muslim
31,Woodward Junction,Howard,Phillips,26,Husband,Married,M,Hydrographic surveyor,None,None,"31, Woodward Junction",0,0,0,Unknown
31,Woodward Junction,Nicholas,Phillips,1,Son,Ineligible,M,Child,None,,"31, Woodward Junction",0,0,0,Ineligible
31,Woodward Junction,Hayley,Holden,46,Lodger,Single,F,Estate manager/land agent,None,Christian,"31, Woodward Junction",0,0,0,Christian
32,Woodward Junction,Megan,Clarke,37,Head,Single,F,Outdoor activities/education manager,None,None,"32, Woodward Junction",0,0,0,Unknown
32,Woodward Junction,Jasmine,Foster-Clarke,14,Daughter,Ineligible,F,Student,None,,"32, Woodward Junction",0,0,1,Ineligible
33,Woodward Junction,Paige,Stevens,21,Head,Single,F,University Student,None,Catholic,"33, Woodward Junction",0,0,1,Christian
33,Woodward Junction,Gareth,Atkins,19,None,Single,M,University Student,None,Christian,"33, Woodward Junction",0,0,1,Christian
33,Woodward Junction,Norman,Stewart,51,None,Single,M,"Doctor, hospital",None,None,"33, Woodward Junction",0,0,0,Unknown
33,Woodward Junction,Anne,Jackson,56,None,Single,F,Energy manager,None,Christian,"33, Woodward Junction",0,0,0,Christian
34,Woodward Junction,Terence,Williams,35,Head,Married,M,Licensed conveyancer,None,None,"34, Woodward Junction",0,0,0,Unknown
